STANDARD_VALUE,ALogP,ALogp2,AMR,nHBAcc,nHBAcc2,nHBAcc3,nHBAcc_Lipinski,nHBDon,nHBDon_Lipinski,MW,AMW
24200,1.573,2.474329,116.9449,2,2,2,2,0,0,370.3347993,5.367171005
230,0.8153,0.66471409,65.3305,4,4,3,5,1,1,391.089539,8.501946501
3360,-0.1086,0.01179396,44.5184,4,4,3,5,1,1,271.1320768,7.327893967
160,0.1684,0.02835856,48.0791,4,4,3,5,1,1,361.179027,7.22358054
3170,0.1648,0.02715904,63.8549,4,4,3,5,1,1,391.089539,8.501946501
230,0.6357,0.40411449,50.134,4,4,3,5,1,1,305.0931044,8.245759579
4190,0.6895,0.47541025,52.133,4,4,3,5,1,1,425.073889,9.044125297
180,0.7802,0.60871204,53.1175,4,4,3,5,1,1,349.0425889,9.433583482
5680,0.2539,0.06446521,48.9056,4,4,3,5,1,1,285.1477268,7.128693171
3840,-0.3239,0.10491121,52.4376,4,4,3,5,1,1,299.1633769,6.957287835
160,0.9982,0.99640324,54.5212,4,4,3,5,1,1,319.1087545,7.977718862
140,1.1427,1.30576329,57.5047,4,4,3,5,1,1,363.0582389,9.076455973
670,0.6357,0.40411449,50.134,4,4,3,5,1,1,305.0931044,8.245759579
33100,0.7485,0.56025225,63.2451,3,4,3,4,0,0,302.1994281,6.295821418
540,0.54,0.2916,50.1246,3,4,3,4,1,1,260.1524779,6.670576356
650,1.4201,2.01668401,50.6153,2,6,6,6,1,1,353.1209407,8.025475925
440,1.0943,1.19749249,74.3847,4,9,9,11,2,2,450.1685389,7.897693665
650,1.8402,3.38633604,60.8228,4,11,11,14,2,2,517.1379671,8.765050289
640,1.1801,1.39263601,56.9328,3,8,8,10,2,2,471.1576399,8.123407584
83,0.8506,0.72352036,57.8549,3,8,8,10,2,3,395.1263398,8.231798745
1200,0.379,0.143641,76.2785,3,8,8,10,2,2,465.2045901,7.384199843
520,1.4211,2.01952521,80.6486,4,9,9,11,2,2,466.1998391,7.519352243
690,1.1917,1.42014889,61.645,3,8,8,10,2,2,485.17329,7.953660491
260,0.955,0.912025,70.4553,3,8,8,10,2,2,437.17329,7.669706841
370,0.8208,0.67371264,92.6347,5,10,10,12,2,2,522.2260538,7.460372197
630,1.2148,1.47573904,63.1314,4,9,9,11,2,2,496.1528889,8.409370998
160,1.2824,1.64454976,62.6295,3,8,8,10,2,2,409.1419898,8.022391958
310,1.1917,1.42014889,61.645,4,9,9,11,2,2,486.1685389,8.102808982
76,0.5846,0.34175716,62.2169,4,9,9,11,3,4,410.1372388,8.202744776
680,1.6598,2.75493604,57.8053,3,9,9,10,2,2,489.1482181,8.433589967
1300,1.1917,1.42014889,61.645,4,9,9,11,2,2,486.1685389,8.102808982
120,2.0802,4.32723204,54.5053,2,8,8,9,1,1,398.1060189,8.654478672
200,1.6005,2.56160025,53.6328,2,7,7,9,1,1,380.1154407,8.263379147
270,2.1065,4.43734225,59.1419,2,10,10,13,1,1,517.1267337,8.764859893
285,0.3888,0.15116544,41.359,4,5,4,5,3,3,323.1633769,7.181408376
17,0.9247,0.85507009,46.6537,4,5,4,5,2,2,337.179027,7.024563062
100,1.3699,1.87662601,50.9639,4,5,4,5,1,1,427.2259772,7.003704544
2020,0.8556,0.73205136,55.4194,4,5,4,5,2,2,365.2103271,6.763154206
13000,1.3008,1.69208064,59.7296,4,5,4,5,1,1,455.2572773,6.794884736
1760,1.2792,1.63635264,49.9794,4,5,4,5,1,1,503.2572773,7.088130666
550,1.6255,2.64225025,55.4157,4,5,4,5,1,1,441.2416272,6.894400426
40,0.9247,0.85507009,46.6537,4,5,4,5,2,2,337.179027,7.024563062
110,0.3197,0.10220809,50.1247,4,5,4,5,3,3,351.194677,6.886170138
324,0.8556,0.73205136,55.4194,4,5,4,5,2,2,365.2103271,6.763154206
185000,-1.3646,1.86213316,47.4415,2,3,3,5,1,1,236.1399018,6.746854338
760,-0.9053,0.81956809,35.5832,3,4,3,4,1,2,220.1211778,6.878786805
76800,-0.1279,0.01635841,47.506,2,3,3,5,1,1,222.1242518,6.941382867
7810,-1.1497,1.32181009,44.2489,2,3,3,5,1,1,222.1242518,6.941382867
27000,-0.3936,0.15492096,37.2746,2,1,1,3,0,0,179.1184381,6.397087075
175000,0.199,0.039601,52.11,2,3,3,5,1,1,236.1399018,6.746854338
86000,-1.4742,2.17326564,57.7324,4,6,6,6,2,2,317.1263227,7.550626731
5800,-4.2816,18.33209856,109.8104,2,4,4,4,2,2,576.4654792,5.651622345
16600,-3.9936,15.94884096,106.8988,2,4,4,4,2,2,562.4498291,5.681311405
2192,-0.5137,0.26388769,53.8937,3,4,3,4,1,1,288.183778,6.404083956
12487,1.8669,3.48531561,66.7317,3,4,3,4,1,1,316.2150781,6.20029565
208,-1.3777,1.89805729,62.6285,3,4,3,4,1,1,330.2307282,6.115383856
154,0.6082,0.36990724,60.7537,3,4,3,4,1,1,302.1994281,6.295821418
77,-0.5062,0.25623844,65.1947,3,4,3,4,1,1,330.2307282,6.115383856
629,-2.2435,5.03329225,69.0721,3,4,3,4,1,1,358.2620283,5.971033805
176,0.8333,0.69438889,47.2312,3,4,3,4,1,1,336.183778,6.860893429
1076,-0.8017,0.64272289,56.8053,3,4,3,4,1,1,302.1994281,6.295821418
114,-0.7942,0.63075364,68.1063,3,4,3,4,1,1,344.2463783,6.039410145
253,-0.1863,0.03470769,46.0679,3,4,3,4,1,1,260.1524779,6.670576356
1330,0.8342,0.69588964,56.5278,3,4,3,4,1,1,364.2150781,6.62209233
69,0.8449,0.71385601,51.9434,3,4,3,4,1,1,350.1994281,6.734604386
3600,-0.5505,0.30305025,52.4774,3,4,3,4,1,1,276.183778,6.276904046
13700,0.3488,0.12166144,45.7346,3,4,3,4,2,2,258.1368278,6.976671022
30200,0.9943,0.98863249,49.4204,3,4,3,4,1,1,260.1524779,6.670576356
67000,-0.2327,0.05414929,9.7204,3,3,2,3,2,3,61.01637834,8.716625477
11600,-0.4147,0.17197609,57.8749,3,4,3,4,1,1,300.183778,6.525734305
0.815,-0.8103,0.65658609,36.1788,4,5,4,4,2,2,363.1746905,7.411728378
0.809,-1.0983,1.20626289,39.0904,4,5,4,4,2,2,377.1903406,7.253660396
0.784,-1.3863,1.92182769,42.002,4,5,4,4,2,2,391.2059907,7.112836194
15800,-0.2838,0.08054244,47.8523,5,5,5,5,1,1,361.2266459,6.689382331
16700,-0.6816,0.46457856,43.2284,4,4,4,4,1,1,360.2313969,6.549661762
19000,-0.5611,0.31483321,46.1795,5,5,5,5,1,1,361.2266459,6.689382331
8000,-1.8264,3.33573696,50.6129,5,5,5,5,1,1,401.257946,6.577999115
13800,-0.9741,0.94887081,42.6249,6,6,5,6,1,1,361.1902604,7.223805207
50800,0.6004,0.36048016,58.0523,7,7,6,7,1,1,419.2321252,6.987202086
17500,-0.7696,0.59228416,33.059,5,5,5,5,2,2,319.1796957,7.092882126
9800,-0.7731,0.59768361,44.646,6,6,6,6,2,2,363.2059104,6.984729047
11700,-0.3646,0.13293316,49.3972,6,6,6,6,1,1,377.2215605,6.858573827
32200,-0.877,0.769129,33.3788,4,4,4,4,1,1,358.2157468,6.758787676
20300,-0.3458,0.11957764,46.538,5,5,5,5,1,1,387.2422959,6.676591309
42500,-0.7436,0.55294096,41.9141,4,4,4,4,1,1,386.247047,6.546560118
14600,-0.6231,0.38825361,44.8652,5,5,5,5,1,1,387.2422959,6.676591309
10000,-1.8884,3.56605456,49.2986,5,5,5,5,1,1,427.2735961,6.573439939
29000,-1.0361,1.07350321,41.3106,6,6,5,6,1,1,387.2059104,7.170479823
31300,-0.8316,0.69155856,31.7447,5,5,5,5,2,2,345.1953457,7.044802974
21600,-0.8351,0.69739201,43.3317,6,6,6,6,2,2,389.2215605,6.950385009
39200,-0.4266,0.18198756,48.0829,6,6,6,6,1,1,403.2372105,6.834528992
1700,-1.5224,2.31770176,103.3348,2,6,6,6,0,0,588.3450893,6.465330651
1800,-2.9166,8.50655556,96.8856,2,6,6,6,0,0,590.3607393,6.347964939
2700,-1.4706,2.16266436,96.019,2,5,5,5,0,0,558.3345246,6.417638213
3100,-2.8648,8.20707904,89.5698,2,5,5,5,0,0,560.3501746,6.296069378
4500,-0.8066,0.65060356,37.689,3,7,6,7,1,1,445.1525375,7.949152455
5900,-0.7556,0.57093136,53.3523,2,6,6,6,0,0,410.1729386,7.32451676
363000,-0.729,0.531441,42.7677,3,5,5,5,1,1,248.1160924,7.297532129
93000,-1.4103,1.98894609,33.1432,2,3,3,3,1,1,216.1262631,6.753945723
45000,-1.0536,1.11007296,45.2102,2,4,4,4,0,0,260.1524779,6.670576356
42000,-0.7656,0.58614336,42.2986,2,4,4,4,0,0,246.1368278,6.837134106
54000,-0.3205,0.10272025,47.5189,3,5,5,5,0,0,262.1317424,7.084641687
379000,-0.0509,0.00259081,54.4945,3,5,5,5,0,0,275.1633769,6.711301876
61400,-1.2527,1.56925729,38.0507,2,4,4,4,0,0,244.1211778,7.18003464
51000,-0.9647,0.93064609,35.1391,2,4,4,4,0,0,230.1055277,7.422758958
58000,-0.5196,0.26998416,40.3594,3,5,5,5,0,0,246.1004423,7.690638822
275300,-0.25,0.0625,47.335,3,5,5,5,0,0,259.1320768,7.198113244
381000,-1.1054,1.22190916,52.526,2,5,5,5,0,0,290.1630426,6.747977734
321000,-0.8174,0.66814276,49.6144,2,5,5,5,0,0,276.1473925,6.903684813
389000,-0.3723,0.13860729,54.8347,3,6,6,6,0,0,292.1423071,7.125422125
406000,-0.1027,0.01054729,61.8103,3,6,6,6,0,0,305.1739416,6.781643147
478000,-1.4621,2.13773641,40.459,2,4,4,4,1,1,246.1368278,6.837134106
394000,-1.1741,1.37851081,37.5474,2,4,4,4,1,1,232.1211778,7.033975083
350100,-0.4594,0.21104836,49.7433,3,5,5,5,1,1,261.1477268,6.872308601
448000,-1.4621,2.13773641,40.459,2,4,4,4,1,1,246.1368278,6.837134106
358200,-1.1741,1.37851081,37.5474,2,4,4,4,1,1,232.1211778,7.033975083
409200,-0.729,0.531441,42.7677,3,5,5,5,1,1,248.1160924,7.297532129
340200,-0.4594,0.21104836,49.7433,3,5,5,5,1,1,261.1477268,6.872308601
1900,2.5182,6.34133124,58.9809,4,5,5,5,0,0,304.1010502,7.602526254
45800,-0.1267,0.01605289,54.9633,3,4,3,4,1,1,286.1681279,6.655072743
13700,-0.2957,0.08743849,37.0394,5,5,5,5,1,1,359.2109958,6.907903765
182,0.0725,0.00525625,60.5721,4,5,5,5,1,2,378.1943427,7.003598939
868,-0.6213,0.38601369,62.3858,4,6,6,6,1,2,394.1892573,7.167077406
6100,-0.7038,0.49533444,46.0365,2,5,5,5,0,0,380.1623739,7.310814882
740,0.2262,0.05116644,87.3276,2,4,4,4,0,0,424.2218204,6.628465944
1500,1.3782,1.89943524,75.6812,2,4,4,4,0,0,444.1905203,7.16436323
9000,1.3782,1.89943524,75.6812,2,4,4,4,0,0,444.1905203,7.16436323
290,1.0668,1.13806224,102.9609,6,8,8,8,2,2,478.2184663,7.245734338
500,1.3782,1.89943524,75.6812,2,4,4,4,0,0,368.1592201,7.079985003
210,0.8022,0.64352484,81.5044,2,4,4,4,0,0,396.1905203,6.830871039
900,0.5142,0.26440164,84.416,2,4,4,4,0,0,410.2061703,6.724691317
44000,0.7644,0.58430736,58.4633,2,4,4,4,0,0,308.155849,6.847907756
35500,-0.1117,0.01247689,37.8661,3,4,3,4,1,2,222.1368278,6.533436112
2500,0.5416,0.29333056,87.6847,4,6,5,6,1,1,425.1806839,7.206452269
13900,0.9836,0.96746896,54.0048,3,4,3,4,1,1,274.1681279,6.52781257
330,1.0902,1.18853604,78.5928,2,4,4,4,0,0,382.1748702,6.948634004
8670,-0.5168,0.26708224,67.6785,3,4,3,4,0,0,342.2307282,6.222376876
3000,0.6317,0.39904489,94.9698,4,6,6,6,1,1,438.2123183,6.955751085
180,1.3782,1.89943524,75.6812,2,4,4,4,0,0,520.2218204,7.225303061
48000,0.7737,0.59861169,95.0482,5,7,5,7,2,2,454.2072329,7.096988015
260,1.3782,1.89943524,75.6812,2,4,4,4,0,0,444.1905203,7.16436323
12600,-1.7103,2.92512609,45.04,5,7,7,7,2,2,417.2164751,7.193387502
10300,-1.563,2.442969,59.5153,5,8,8,8,2,2,463.2583399,6.914303581
9900,-1.5112,2.28372544,52.1995,5,7,7,7,2,2,433.2477752,6.876948813
9400,-1.4594,2.12984836,44.8837,5,6,6,6,2,2,403.2372105,6.834528992
12900,-0.7656,0.58614336,43.07,5,5,5,5,2,2,387.2422959,6.676591309
7700,-0.9279,0.86099841,38.4404,5,6,6,5,2,2,391.2172241,7.113040437
9900,-0.5188,0.26915344,46.167,5,5,5,5,2,2,451.1371579,8.202493781
8800,-0.6633,0.43996689,43.1835,5,5,5,5,2,2,407.1876735,7.403412246
7700,-0.6633,0.43996689,43.1835,5,5,5,5,2,2,407.1876735,7.403412246
7700,-0.6633,0.43996689,43.1835,5,5,5,5,2,2,407.1876735,7.403412246
100,-2.6009,6.76468081,105.4583,7,7,5,7,2,2,639.2897556,7.103219507
950,-2.3862,5.69395044,108.3518,8,8,6,8,2,2,531.3672217,6.107669215
250,-3.4082,11.61582724,93.5635,8,8,6,8,2,2,565.3515716,6.424449677
530,-3.9706,15.76566436,87.5,7,7,5,7,2,2,535.3410069,6.373107225
500,-3.38,11.4244,95.2935,7,7,5,7,2,2,541.2974279,6.682684295
180,-2.4912,6.20607744,103.8926,7,7,5,7,2,2,619.2079399,7.644542468
270,-3.38,11.4244,95.2935,7,7,5,7,2,2,591.3130779,6.796702045
440,-3.38,11.4244,95.2935,8,8,6,8,2,2,592.3083269,6.887306127
300,-2.7894,7.78075236,103.087,7,7,5,7,2,2,597.2694989,7.110351177
2200,-0.0435,0.00189225,47.979,2,3,3,3,1,1,296.1888634,6.438888335
4600,-2.2748,5.17471504,87.0268,4,6,6,6,0,0,592.3777268,6.438888335
100,-1.8193,3.30985249,48.0135,2,3,3,3,1,1,312.2201635,6.121963991
270,-2.1073,4.44071329,50.9251,2,3,3,3,1,1,326.2358136,6.041403955
89100,0.8273,0.68442529,52.6126,2,3,3,3,1,1,360.0837254,8.374040125
200,0.4135,0.17098225,45.4933,3,5,4,6,1,1,353.1739416,7.207631461
180,1.0555,1.11408025,50.9954,3,5,4,6,1,1,367.1895917,7.061338301
24,0.8186,0.67010596,46.4463,4,5,4,5,1,1,337.179027,7.024563062
760,1.3915,1.93627225,60.7141,4,5,4,5,1,1,379.2259772,6.653087319
28,0.9209,0.84805681,52.143,4,5,4,5,1,1,275.1633769,6.711301876
3940,0.9306,0.86601636,47.7366,2,3,2,3,0,0,257.1415788,6.766883654
125,0.7204,0.51897616,55.8438,3,5,4,6,1,1,381.2052417,6.931004395
13,0.0624,0.00389376,45.6525,3,4,3,4,0,0,248.1524779,6.530328365
175,1.3065,1.70694225,53.5675,3,6,5,6,1,1,367.1895917,7.061338301
65,0.9714,0.94361796,58.4159,3,6,5,6,1,1,381.2052417,6.931004395
10,1.1255,1.26675025,56.7968,4,5,4,5,1,1,365.2103271,6.763154206
100,0.5158,0.26604964,51.19,3,5,4,6,1,1,291.1582915,6.932340275
130,0.6645,0.44156025,48.0654,3,6,5,6,1,1,353.1739416,7.207631461
150,0.7668,0.58798224,53.7621,3,6,5,6,1,1,291.1582915,6.932340275
10,1.4606,2.13335236,51.9484,4,5,4,5,1,1,351.194677,6.886170138
49400,0.6511,0.42393121,30.4104,1,2,2,2,1,1,345.1187352,7.843607619
18800,0.7534,0.56761156,30.5239,1,2,2,2,1,1,365.0641128,8.904002752
70600,0.4888,0.23892544,25.7808,1,3,3,2,1,1,349.0936634,8.514479594
40000,0.0091,8.28E-05,24.9083,1,2,2,2,1,1,331.1030852,8.075685004
71100,-0.4512,0.20358144,27.4729,1,3,3,3,2,2,347.0979998,8.26423809
5900,0.5997,0.35964009,32.7018,1,2,2,2,1,1,337.0595061,8.869987003
72400,-0.1643,0.02699449,62.1687,3,4,3,4,1,1,314.1994281,6.412233226
654000,-2.8823,8.30765329,4.2339,0,0,0,2,0,0,272.1313485,7.354901311
446000,-3.1526,9.93888676,12.336,0,0,0,2,0,0,300.1626486,6.980526713
36000,-3.4406,11.83772836,15.2476,0,0,0,2,0,0,314.1782987,6.829963015
13000,-3.7286,13.90245796,18.1592,0,0,0,2,0,0,328.1939488,6.697835689
300,-4.0166,16.13307556,21.0708,0,0,0,2,0,0,342.2095988,6.580953824
500,-4.3046,18.52958116,23.9824,0,0,0,2,0,0,356.2252489,6.476822707
5,-4.5926,21.09197476,26.894,0,0,0,2,0,0,370.240899,6.383463775
40,-4.8806,23.82025636,29.8056,0,0,0,2,0,0,384.256549,6.299287689
50,-5.1686,26.71442596,32.7172,0,0,0,2,0,0,398.2721991,6.223003111
100,-5.4566,29.77448356,35.6288,0,0,0,2,0,0,412.2878492,6.153549987
137000,-5.7446,33.00042916,38.5404,0,0,0,2,0,0,426.3034992,6.090049989
2000,-3.0309,9.18635481,10.0869,1,1,1,3,0,0,302.1419132,7.369314956
1310000,-2.9955,8.97302025,20.4679,1,1,1,3,0,0,330.1732133,7.024961986
7000,-2.3968,5.74465024,19.743,0,0,0,2,0,0,312.1626486,7.094605651
17000,-2.3968,5.74465024,19.743,0,0,0,2,0,0,312.1626486,7.094605651
250000,-2.8646,8.20593316,9.4244,0,0,0,2,0,0,362.1782987,7.243565974
8000,-2.8646,8.20593316,9.4244,0,0,0,2,0,0,362.1782987,7.243565974
12000,-2.8646,8.20593316,9.4244,0,0,0,2,0,0,362.1782987,7.243565974
300,-2.8646,8.20593316,9.4244,0,0,0,2,0,0,412.1939488,7.360606228
50000,0.211,0.044521,50.9513,2,2,2,3,0,0,268.1371249,6.703428124
1.00E+06,-0.0959,0.00919681,40.6008,2,2,2,3,0,0,240.1058248,7.061936024
0.04,-1.1352,1.28867904,77.8007,5,5,4,6,3,3,566.2215318,7.549620423
14500,-0.4778,0.22829284,86.2721,3,3,3,3,2,2,320.2351449,5.82245718
22800,0.5402,0.29181604,86.7477,2,2,2,2,2,2,304.2402303,5.634078338
43900,0.6176,0.38142976,60.5789,3,4,3,4,1,1,320.1291556,7.444864084
40000,0.2615,0.06838225,63.1791,2,2,2,3,0,0,234.152775,6.003917308
0.1,-1.8277,3.34048729,64.8693,5,4,3,5,3,3,502.2499394,7.073942809
0.65,-2.6238,6.88432644,66.5695,5,5,4,6,3,3,498.2994765,6.643993019
0.5,-2.572,6.615184,59.2537,5,4,3,5,3,3,468.2889118,6.595618476
0.45,-2.7443,7.53118249,58.9067,5,5,4,6,4,4,470.2681763,6.815480816
0.87,-1.5397,2.37067609,61.9577,5,4,3,5,3,3,488.2342894,7.17991602
1.00E+06,-0.1876,0.03519376,62.6586,2,2,2,3,0,0,234.152775,6.003917308
1800,0.7482,0.55980324,58.1652,3,3,2,3,1,1,288.1296343,7.203240857
3000,-0.2132,0.04545424,135.0012,8,8,7,8,2,2,592.3512373,6.509354256
8500,0.1304,0.01700416,127.7534,6,6,5,6,3,3,534.345758,6.286420682
22900,0.9482,0.89908324,132.9458,4,4,4,4,2,2,444.3715788,5.554644735
25800,1.2955,1.67832025,126.6733,3,3,3,3,1,1,414.3610141,5.452118606
29800,1.9797,3.91921209,131.9695,3,3,3,3,1,1,428.3766642,5.42248942
14000,0.5095,0.25959025,136.9049,7,7,6,7,2,2,576.3563226,6.40395914
30200,0.5093,0.25938649,138.9043,7,7,6,7,3,3,578.3719727,6.286651877
80000,2.746,7.540516,130.4588,2,2,2,2,0,0,412.3817495,5.286945507
58200,1.9739,3.89628121,116.0982,2,2,2,2,0,0,383.3188149,5.555345144
40000,1.4438,2.08455844,126.6748,3,3,3,3,2,2,414.3610141,5.452118606
27900,-1.8502,3.42324004,73.5979,4,4,4,4,2,2,277.1677936,6.445762642
16700,-0.716,0.512656,69.168,3,3,3,3,1,1,261.172879,6.21840188
2620,2.046,4.186116,85.2585,3,4,4,4,2,2,348.183778,6.96367556
2010,2.9472,8.68598784,72.2073,4,6,6,6,0,0,432.2049074,7.203415123
4520,-0.868,0.753424,37.7035,3,4,4,4,2,2,212.0585775,8.835774062
12,-1.1766,1.38438756,49.2063,4,3,3,4,1,1,361.2154125,6.689174305
33,-1.2279,1.50773841,43.3076,4,3,3,4,1,1,423.2310625,6.93821414
6.8,-0.1656,0.02742336,53.6998,3,3,3,3,0,0,378.1765845,7.135407254
305,-0.8075,0.65205625,40.0076,2,2,2,2,0,0,307.1936144,6.399866967
4.3,-0.3903,0.15233409,58.7948,4,3,3,4,0,0,389.2467126,6.48744521
30,-1.0925,1.19355625,52.6702,2,4,4,4,0,0,365.1990937,6.76294618
16,0.6957,0.48399849,88.4701,3,5,4,5,2,2,376.1786926,7.234205627
31,1.4256,2.03233536,92.8811,4,4,3,4,1,1,373.2154125,6.785734772
31,1.156,1.336336,85.9055,3,4,3,4,1,1,360.183778,7.06242702
25,0.9461,0.89510521,92.7639,3,5,4,5,2,2,390.1943427,7.094442594
29,1.1042,1.21925764,93.2213,3,5,4,5,1,1,390.1943427,7.094442594
84,1.1042,1.21925764,93.2213,3,5,4,5,1,1,390.1943427,7.094442594
22,1.2425,1.54380625,84.7883,4,4,3,4,1,1,355.1684623,7.399342964
24,1.5689,2.46144721,88.8332,3,3,2,3,1,1,356.1888634,6.984095361
51,0.7297,0.53246209,107.1871,3,3,2,3,1,1,426.2671137,6.458592632
25,2.122,4.502884,93.1903,3,3,2,3,1,1,370.2045135,6.855639138
40,1.7867,3.19229689,103.1246,4,4,3,4,1,1,399.2310625,6.766628179
41,0.6987,0.48818169,90.8593,6,7,6,7,2,2,426.1249428,8.194710439
31,1.7728,3.14281984,95.0682,3,4,3,4,1,1,386.1994281,7.021807783
49000,-1.5753,2.48157009,39.4718,2,3,3,5,1,1,198.1242518,6.604141725
3800,-1.6159,2.61113281,28.9887,2,3,3,5,1,1,296.1399018,7.403497545
24000,-0.3584,0.12845056,55.6115,2,3,3,5,1,1,254.186852,6.052067905
56000,-1.892,3.579664,44.0203,2,3,3,5,1,1,300.1712019,6.822072771
7800,-3.1009,9.61558081,46.9339,3,5,5,9,2,2,294.1440384,7.542154832
32500,-0.008,6.40E-05,57.5653,2,3,3,5,1,1,254.186852,6.052067905
9500,-3.2926,10.84121476,52.357,2,3,3,5,1,1,268.2025021,5.960055602
11500,-0.0704,0.00495616,52.6999,2,3,3,5,1,1,240.1712019,6.158235947
198000,-1.5252,2.32623504,29.9732,2,3,3,5,1,1,220.1086017,7.33695339
8400,-0.0597,0.00356409,48.1155,2,3,3,5,1,1,226.1555519,6.282098663
42000,-2.2748,5.17471504,49.4299,2,3,3,5,1,1,252.1712019,6.304280049
339600,-3.4628,11.99098384,40.788,2,6,6,8,2,2,332.1484551,7.548828525
21200,-1.8415,3.39112225,36.7657,2,3,3,5,1,1,274.1555519,6.853888797
123000,-1.3766,1.89502756,24.1202,1,2,2,4,1,1,190.098037,7.311462962
27500,-2.1406,4.58216836,40.7106,2,3,3,5,1,1,212.1399018,6.428481873
25000,-2.7166,7.37991556,46.5338,2,3,3,5,1,1,240.1712019,6.158235947
26000,-2.2855,5.22351025,54.0143,2,3,3,5,1,1,266.186852,6.190391907
56000,-1.6159,2.61113281,28.9887,2,3,3,5,1,1,246.1242518,7.238948581
33000,0.1314,0.01726596,48.7698,2,1,1,3,0,0,211.1810384,5.557395746
38000,-3.2164,10.34522896,38.3392,2,5,5,8,2,2,291.1331394,7.661398405
41370,0.5791,0.33535681,34.3837,3,4,3,4,1,1,293.1051933,7.921761982
18380,-0.0629,0.00395641,28.8816,3,4,3,4,1,1,279.0895433,8.208515979
69470,-0.7567,0.57259489,30.6953,3,5,4,5,1,1,295.0844579,8.430984511
18710,0.0394,0.00155236,28.9951,3,4,3,4,1,1,299.0349209,9.64628777
12890,-0.0448,0.00200704,27.2695,3,6,5,7,1,1,310.0589714,9.395726407
15010,0.7837,0.61418569,34.6107,3,4,3,4,1,1,332.9959485,10.74180479
38,0.9214,0.84897796,37.9972,3,5,4,5,1,1,325.1314081,7.561195537
610,0.6321,0.39955041,42.4856,3,5,4,5,1,1,263.115758,7.308771056
2420,0.6321,0.39955041,42.4856,3,5,4,5,1,1,263.115758,7.308771056
6700,0.8523,0.72641529,46.7629,3,5,4,5,1,1,353.1627082,7.207402208
56,0.6513,0.42419169,45.1674,4,5,4,5,1,1,262.1317424,7.084641687
3430,0.8523,0.72641529,46.7629,3,5,4,5,1,1,353.1627082,7.207402208
82,0.9017,0.81306289,49.4612,4,5,4,5,1,1,276.1473925,6.903684813
486,0.6321,0.39955041,42.4856,3,5,4,5,1,1,263.115758,7.308771056
340000,-2.1958,4.82153764,86.0476,7,7,7,7,4,4,342.1949641,6.456508757
20,0.9214,0.84897796,37.9972,3,5,4,5,1,1,325.1314081,7.561195537
142,1.191,1.418481,44.9728,4,5,4,5,1,1,338.1630426,7.194958352
5510,1.4606,2.13335236,51.9484,4,5,4,5,1,1,351.194677,6.886170138
9890,0.9209,0.84805681,52.143,4,5,4,5,1,1,275.1633769,6.711301876
13,1.191,1.418481,44.9728,4,5,4,5,1,1,338.1630426,7.194958352
27,0.6513,0.42419169,45.1674,4,5,4,5,1,1,262.1317424,7.084641687
100,0.6321,0.39955041,42.4856,3,5,4,5,1,1,263.115758,7.308771056
36,0.9214,0.84897796,37.9972,3,5,4,5,1,1,325.1314081,7.561195537
3860,1.1219,1.25865961,53.7385,4,5,4,5,1,1,366.1943427,6.909327221
97,0.9214,0.84897796,37.9972,3,5,4,5,1,1,325.1314081,7.561195537
12700,-0.7283,0.53042089,49.8726,2,3,3,5,1,1,236.1399018,6.746854338
24200,-0.2685,0.07209225,45.8087,2,3,3,5,1,1,222.1242518,6.941382867
11900,-0.8617,0.74252689,41.3373,2,3,3,5,1,1,208.1086017,7.176158679
24200,-1.2123,1.46967129,49.0705,2,3,3,5,1,1,248.1399018,6.89277505
8720,-0.7993,0.63888049,46.2027,2,3,3,5,1,1,222.1242518,6.941382867
21800,-0.851,0.724201,36.7529,2,3,3,5,1,1,194.0929516,7.465113524
20300,-1.8275,3.33975625,51.428,2,3,3,5,1,1,262.1555519,6.721937228
460,-0.9053,0.81956809,35.5832,3,4,3,4,1,2,220.1211778,6.878786805
339000,0.3359,0.11282881,55.0085,2,3,3,5,1,1,250.1555519,6.583040839
8270,-1.4377,2.06698129,47.1605,2,3,3,5,1,1,236.1399018,6.746854338
5210,-1.3753,1.89145009,52.0259,2,3,3,5,1,1,250.1555519,6.583040839
14500,-0.5954,0.35450116,41.2047,2,3,3,5,1,1,208.1086017,7.176158679
76600,-0.2847,0.08105409,55.3923,1,2,2,4,1,1,248.1762873,6.204407183
27900,-1.0766,1.15906756,44.5299,2,3,3,5,1,1,222.1242518,6.941382867
144000,-0.3942,0.15539364,47.6386,2,3,3,5,1,1,222.1242518,6.941382867
31900,0.5912,0.34951744,80.0351,2,7,7,7,4,4,454.1991533,7.20951037
48500,0.5912,0.34951744,80.0351,2,7,7,7,4,4,454.1991533,7.20951037
15600,0.1309,0.01713481,82.5997,2,8,8,8,5,5,470.1940679,7.346782311
92400,1.2434,1.54604356,78.6969,1,6,6,6,3,3,438.2042387,7.067810301
109200,1.2434,1.54604356,78.6969,1,6,6,6,3,3,438.2042387,7.067810301
22900,0.7831,0.61324561,81.2615,1,7,7,7,4,4,454.1991533,7.20951037
91500,1.2952,1.67754304,71.3811,1,5,5,5,3,3,408.193674,7.037821965
7200,0.8349,0.69705801,73.9457,1,6,6,6,4,4,424.1885886,7.189637095
316300,1.1916,1.41991056,86.0127,1,7,7,7,3,3,468.2148034,7.094163687
2476100,-1.8662,3.48270244,29.9218,1,6,6,6,3,3,302.0790382,8.391084394
