STANDARD_VALUE,ALogP,ALogp2,AMR,nHBAcc,nHBAcc2,nHBAcc3,nHBAcc_Lipinski,nHBDon,nHBDon_Lipinski,MW,AMW
1071.52,-1.9908,3.96328464,103.1756,4,6,6,6,2,2,692.5029273,6.021764585
5.75,-6.1696,38.06396416,151.3102,4,6,4,8,0,0,748.5866569,5.758358899
2650,0.8523,0.72641529,46.7629,3,5,4,5,1,1,353.1627082,7.207402208
2630.27,-2.447,5.987809,98.5746,4,6,6,6,2,2,678.4872772,6.057922118
2510,1.4,1.96,57.9263,3,3,2,3,1,1,360.0796186,8.573324251
130000,-0.2642,0.06980164,40.8327,2,2,2,2,0,0,362.1816698,6.965032112
260,-2.6724,7.14172176,50.167,4,7,7,7,5,5,419.2321252,6.987202086
77,-2.0792,4.32307264,49.1462,3,6,6,6,3,3,404.2212261,6.969331485
260,-1.886,3.556996,48.7326,3,6,6,6,3,3,404.2212261,6.969331485
1400,-1.598,2.553604,45.821,3,6,6,6,3,3,390.2055761,7.094646838
163,-2.0792,4.32307264,49.1462,3,6,6,6,3,3,404.2212261,6.969331485
307000,-0.875,0.765625,53.2261,2,5,5,5,2,2,421.1823981,7.389164879
150,-1.2752,1.62613504,36.3392,3,3,3,3,1,1,345.2204979,6.513594299
162.18,-1.4682,2.15561124,21.9271,2,3,3,3,2,3,214.1106131,7.137020436
10000,-1.8603,3.46071609,43.2488,1,4,4,5,0,0,330.1705332,6.878552776
134.9,-5.0326,25.32706276,126.5358,6,8,6,8,2,2,662.4771065,6.02251915
28.84,-0.4364,0.19044496,25.1856,2,3,3,2,1,2,228.1062766,7.603542555
230,-0.3621,0.13111641,33.5723,3,4,3,4,1,2,208.1211778,6.713586379
14,0.8947,0.80048809,60.3425,3,7,6,8,0,0,411.1794209,7.475989471
28,1.8808,3.53740864,99.4856,4,10,10,12,2,2,592.2137749,7.792286511
610,-0.0618,0.00381924,90.2392,2,4,4,4,0,0,438.2374705,6.540857768
2900,0.2007,0.04028049,47.1375,3,4,3,4,1,1,258.1368278,6.976671022
1300,-0.9258,0.85710564,98.974,2,4,4,4,0,0,480.2844206,6.319531851
74,1.1768,1.38485824,103.1967,4,8,8,9,2,2,497.2130466,7.311956568
460,-0.6378,0.40678884,96.0624,2,4,4,4,0,0,466.2687706,6.387243433
470,-0.3498,0.12236004,93.1508,2,4,4,4,0,0,452.2531205,6.460758865
7300,-1.9282,3.71795524,71.5086,7,7,7,7,2,2,505.2953941,6.921854714
9770,-2.9924,8.95445776,85.566,7,7,7,7,2,2,637.3892945,6.709360995
13,-0.9602,0.92198404,62.4472,5,5,5,5,1,1,407.1876735,7.403412246
54,-0.6722,0.45185284,59.5356,5,5,5,5,1,1,393.1720234,7.561000451
310,-0.9278,0.86081284,55.0838,5,5,5,5,1,1,379.1563734,7.737885171
5350,-0.3957,0.15657849,48.0551,5,5,5,5,1,1,351.1250733,8.165699378
31,-0.9602,0.92198404,62.4472,5,5,5,5,1,1,483.2189736,7.434138056
3860,-0.6722,0.45185284,59.5356,5,5,5,5,1,1,469.2033236,7.567795542
4400,-0.9278,0.86081284,55.0838,5,5,5,5,1,1,455.1876735,7.715045314
9430,-0.3957,0.15657849,48.0551,5,5,5,5,1,1,427.1563734,8.059554215
10800,-0.1267,0.01605289,54.9633,3,4,3,4,1,1,286.1681279,6.655072743
6.00E+05,-1.2703,1.61366209,47.2575,4,4,4,4,1,1,206.0707956,7.359671271
470,0.9404,0.88435216,49.7428,4,7,7,8,1,1,337.1208605,8.026687154
2100,0.7947,0.63154809,52.9239,3,5,5,4,1,1,333.1311115,7.747235151
2380,-0.229,0.052441,49.2666,3,4,3,4,2,2,272.1524779,6.803811947
16210,0.7648,0.58491904,75.5698,1,6,6,6,4,4,422.1729386,7.406542782
12,-4.4318,19.64085124,58.6108,7,11,11,11,7,7,448.1005615,8.61731849
12,-6.139,37.687321,92.2106,11,16,16,16,10,10,610.1533849,8.358265546
1630,-1.3099,1.71583801,48.0825,2,5,5,5,0,0,351.1470582,7.471214003
93,-1.5028,2.25840784,57.8117,2,6,6,6,0,0,471.204573,7.362571454
10950,1.1733,1.37663289,80.321,1,6,6,6,3,3,436.1885886,7.26980981
353860,-2.8012,7.84672144,28.4753,2,7,7,7,5,5,302.0426527,9.438832896
12,-1.8845,3.55134025,24.2301,1,5,5,5,3,3,270.0528234,9.001760781
12,-2.3409,5.47981281,25.9107,2,6,6,6,4,4,286.047738,9.227346388
12,-3.2615,10.63738225,31.0399,2,8,8,8,6,6,318.0375673,9.637502039
12,-1.8806,3.53665636,23.3461,2,5,5,5,3,3,270.0528234,9.001760781
7.61,-3.5625,12.69140625,107.3639,6,7,5,8,3,3,574.3757154,6.381952393
6.75,-3.3349,11.12155801,153.9945,6,8,6,10,3,3,752.4755822,6.376911714
5.44,-2.8182,7.94225124,112.9795,6,7,5,8,3,3,608.336743,6.759297145
15.8,-4.0792,16.63987264,148.3789,6,8,6,10,3,3,718.5145546,6.089106395
2110000,-1.5501,2.40281001,123.045,0,3,3,6,0,0,510.4634678,5.317327789
6.54,-3.8516,14.83482256,195.0095,6,9,7,12,3,3,896.6144214,6.141194667
250,-1.1787,1.38933369,66.0276,4,7,6,7,1,1,424.199822,7.189827491
100,-2.4588,6.04569744,71.1004,4,7,6,7,1,1,544.2937224,6.80367153
170,-2.2209,4.93239681,77.6874,4,7,6,7,1,1,558.3093724,6.726618945
42,-2.1708,4.71237264,68.1888,5,8,7,8,1,1,531.2733213,6.990438438
0.82,-1.017,1.034289,58.8336,4,7,6,7,1,1,488.2311221,7.179869443
0.32,-2.3284,5.42144656,60.7232,3,6,6,6,1,1,488.2675076,6.781493162
4930,-3.0252,9.15183504,90.1398,9,9,6,9,2,2,777.3315049,7.620897106
2350,-2.0658,4.26752964,91.8848,9,11,8,9,2,2,713.2813611,7.925348457
6140,-1.5366,2.36113956,101.371,9,9,6,9,2,2,745.22226,8.280247334
7670,-1.7412,3.03177744,101.144,9,9,6,9,2,2,705.3315049,7.347203176
4420,-0.048,0.002304,112.6022,9,9,6,9,2,2,813.1443153,9.034936837
2470,-1.705,2.907025,97.9198,9,13,10,15,2,2,767.2703611,8.16245065
6180,-2.0658,4.26752964,91.8848,9,11,8,9,2,2,713.2813611,7.925348457
5190,-1.5366,2.36113956,101.371,9,9,6,9,2,2,745.22226,8.280247334
4730,-3.1288,9.78938944,104.7714,9,11,8,11,2,2,737.3213341,7.523687083
9430,-1.7412,3.03177744,101.144,9,9,6,9,2,2,705.3315049,7.347203176
2630,-3.0252,9.15183504,90.1398,9,9,6,9,2,2,677.3002047,7.52555783
7590,-1.1991,1.43784081,70.6273,6,6,4,6,1,1,603.2521919,7.636103695
7800,-0.2397,0.05745609,72.3723,6,8,6,6,1,1,539.2020482,8.047791764
8400,0.2895,0.08381025,81.8585,6,6,4,6,1,1,571.1429471,8.524521598
7490,0.0849,0.00720801,81.6315,6,6,4,6,1,1,531.2521919,7.277427287
6140,1.7781,3.16163961,93.0897,6,6,4,6,1,1,639.0650024,9.538283618
5340,0.1211,0.01466521,78.4073,6,10,8,12,1,1,593.1910482,8.354803496
6880,-0.2397,0.05745609,72.3723,6,8,6,6,1,1,539.2020482,8.047791764
5120,0.2895,0.08381025,81.8585,6,6,4,6,1,1,571.1429471,8.524521598
4100,-1.3027,1.69702729,85.2589,6,8,6,8,1,1,563.2420212,7.509893615
3970,0.0849,0.00720801,81.6315,6,6,4,6,1,1,531.2521919,7.277427287
8740,-1.1991,1.43784081,70.6273,6,6,4,6,1,1,503.2208918,7.510759579
0.5,-0.7353,0.54066609,83.1184,4,4,4,4,2,2,564.301975,6.881731402
12200,-0.0754,0.00568516,60.862,3,4,3,4,1,1,302.1994281,6.295821418
0.45,0.009,8.10E-05,88.734,4,4,4,4,2,2,598.2630026,7.295890276
0.33,-1.3113,1.71950769,88.9416,4,4,4,4,2,2,592.3332751,6.731059945
0.4,-0.567,0.321489,94.5572,4,4,4,4,2,2,626.2943028,7.116980713
0.82,-2.3907,5.71544649,88.1744,4,4,4,4,2,2,572.3878975,6.289976896
15700,-0.9907,0.98148649,63.6981,3,4,3,4,1,1,328.2150781,6.311828426
0.29,0.4357,0.18983449,103.8415,5,5,5,5,2,2,641.3052018,7.125613353
0.34,-1.0233,1.04714289,86.03,4,4,4,4,2,2,578.3176251,6.803736765
0.32,-0.3086,0.09523396,98.2259,5,5,5,5,2,2,607.3441742,6.748268602
0.33,-0.279,0.077841,91.6456,4,4,4,4,2,2,612.2786527,7.203278267
540,0.1992,0.03968064,50.6704,3,7,7,7,0,0,369.1212373,8.024374725
4.96,0.947,0.896809,54.7663,2,2,2,2,1,2,292.1939488,6.352042365
4.58,0.4778,0.22829284,39.7862,2,3,3,2,1,2,268.1375768,7.246961534
29.5,0.1427,0.02036329,44.6346,2,3,3,2,1,2,282.1532268,7.053830671
35.4,0.4778,0.22829284,39.7862,2,3,3,2,1,2,268.1375768,7.246961534
1.76,0.6224,0.38738176,45.5071,2,4,4,2,1,2,300.143805,7.503595125
11.7,0.4073,0.16589329,49.3777,2,2,2,2,1,2,298.1236763,7.453091907
2.2,0.9575,0.91680625,40.6587,2,4,4,2,1,2,286.128155,7.733193377
1.39,1.1516,1.32618256,54.9933,2,2,2,2,1,2,332.0847039,8.302117598
425,0.4073,0.16589329,49.3777,2,2,2,2,1,2,298.1236763,7.453091907
163,-1.8722,3.50513284,56.8004,4,6,5,6,0,0,476.1214287,8.20899015
103,-1.8813,3.53928969,62.7209,3,5,4,5,0,0,488.1578142,7.748536733
231,-1.5933,2.53860489,59.8093,3,5,4,5,0,0,474.1421641,7.902369402
97,-1.8489,3.41843121,55.3575,3,5,4,5,0,0,460.1265141,8.072394983
880,1.8736,3.51037696,79.8567,6,6,5,6,1,1,580.9895837,10.75906637
870,1.2916,1.66823056,73.2875,6,5,4,6,1,1,625.0146556,10.2461419
330,1.3939,1.94295721,78.9842,6,5,4,6,1,1,562.9990056,10.42590751
1130,0.858,0.736164,73.6895,6,5,4,6,2,2,548.9833555,10.76437952
1320,0.3832,0.14684224,62.0191,6,6,5,6,1,1,425.1685596,7.873491845
930,-0.0965,0.00931225,61.1466,6,5,4,6,1,1,407.1779814,7.540332989
9180,-0.6324,0.39992976,55.8519,6,5,4,6,2,2,393.1623314,7.709065321
2430,-0.4133,0.17081689,63.1605,6,8,7,8,1,1,541.2489181,7.517346085
2440,-0.311,0.096721,68.8572,6,8,7,8,1,1,479.233268,7.372819508
2990,-0.893,0.797449,62.288,6,7,6,8,1,1,523.2583399,7.267476943
1840,-0.7907,0.62520649,67.9847,6,7,6,8,1,1,461.2426899,7.096041382
88920,-1.2587,1.58432569,28.9416,3,2,2,3,1,1,215.1422475,6.519462047
59200,-1.248,1.557504,24.3572,3,2,2,3,1,1,201.1265975,6.704219916
59680,-0.8746,0.76492516,36.1254,6,4,4,6,2,2,334.1905947,7.110438185
744,0.7823,0.61199329,135.7697,5,6,6,5,1,1,502.3570716,6.052494838
3003,2.0995,4.40790025,137.1739,5,12,12,5,1,1,610.3005407,7.353018563
25,0.6196,0.38390416,140.8014,4,4,4,4,1,1,480.3715788,5.787609383
618,0.3557,0.12652249,139.9725,4,4,4,4,1,1,482.3872288,5.675143869
60,1.001,1.002001,142.6591,4,4,4,4,1,1,500.3436498,6.028236744
76,0.4651,0.21631801,137.3644,4,4,4,4,2,2,486.3279997,6.079099996
298,0.2606,0.06791236,146.9303,5,5,4,5,1,1,528.3385644,6.215747816
43,0.2507,0.06285049,141.5059,5,5,4,5,1,1,590.3542145,6.416893635
159,1.8351,3.36759201,162.3577,6,6,5,6,1,1,586.3804292,6.172425571
7,0.9103,0.82864609,141.6746,4,4,4,4,1,1,576.3749499,6.197580106
20,1.1659,1.35932281,146.1264,4,4,4,4,1,1,590.3906,6.149902083
76,0.6847,0.46881409,149.4516,4,4,4,4,1,1,604.40625,6.105113637
6,0.8585,0.73702225,148.9904,4,5,5,5,1,1,606.3855146,6.251397058
3,0.8585,0.73702225,148.9904,4,5,5,5,1,1,606.3855146,6.251397058
9,0.8585,0.73702225,148.9904,4,5,5,5,1,1,606.3855146,6.251397058
11,2.0084,4.03367056,148.1092,4,7,7,4,1,1,644.3623345,6.712107651
3,2.0084,4.03367056,148.1092,4,7,7,4,1,1,644.3623345,6.712107651
3,2.0084,4.03367056,148.1092,4,7,7,4,1,1,644.3623345,6.712107651
70,0.1636,0.02676496,158.7698,7,7,6,7,1,1,659.3756782,6.593756782
14,-0.1244,0.01547536,161.6814,7,7,6,7,1,1,673.3913282,6.537779886
260000,1.1713,1.37194369,58.8205,2,5,5,5,1,1,310.1351136,7.212444501
6100,-0.7011,0.49154121,45.2404,4,4,3,5,2,2,427.2259772,7.003704544
4100,-0.7011,0.49154121,45.2404,4,4,3,5,2,2,427.2259772,7.003704544
2500,-0.1696,0.02876416,38.7971,4,4,3,4,2,2,415.2059907,7.284315626
3800,0.095,0.009025,43.5402,4,3,2,4,2,2,431.1764401,7.56449895
2600,0.0432,0.00186624,50.856,4,4,3,5,2,2,461.1870048,7.560442702
5100,0.095,0.009025,43.5402,4,3,2,4,2,2,431.1764401,7.56449895
5600,0.0432,0.00186624,50.856,4,4,3,5,2,2,461.1870048,7.560442702
2100,0.0432,0.00186624,50.856,4,4,3,5,2,2,461.1870048,7.560442702
4700,-0.7011,0.49154121,45.2404,4,4,3,5,2,2,427.2259772,7.003704544
5400,-0.7529,0.56685841,52.5562,4,5,4,6,2,2,457.2365419,7.034408336
3800,-0.7011,0.49154121,45.2404,4,4,3,5,2,2,427.2259772,7.003704544
6800,-0.7529,0.56685841,52.5562,4,5,4,6,2,2,457.2365419,7.034408336
330000,1.3664,1.86704896,67.5299,2,4,4,4,1,1,342.1168767,7.602597259
41200,-1.392,1.937664,59.3967,3,4,3,4,1,1,326.1994281,6.523988561
6000,1.0967,1.20275089,50.1924,2,6,6,6,1,1,320.1306969,7.62215945
260000,-0.5734,0.32878756,44.9989,3,7,7,7,2,2,303.1695249,7.050454068
180000,1.2578,1.58206084,57.7033,3,5,5,5,1,1,305.1197978,7.627994946
720000,0.348,0.121104,55.1759,1,4,4,4,1,1,313.1386022,7.282293074
90000,1.148,1.317904,56.0911,2,6,6,6,1,1,258.1150468,7.374715623
4200,-1.1096,1.23121216,40.4892,4,4,3,5,3,3,413.2103271,7.124315985
1900,-0.6493,0.42159049,37.9246,4,3,2,4,2,2,397.2154125,6.968691447
710000,1.6111,2.59564321,51.5162,2,4,4,4,1,1,330.0037608,10.00011396
210000,2.1119,4.46012161,60.1038,2,4,4,4,1,1,358.0350609,9.180386178
520000,1.9674,3.87066276,57.1203,2,4,4,4,1,1,314.0855765,8.053476321
30000,1.1591,1.34351281,55.0578,2,6,6,6,1,1,334.1463469,7.425474377
5242,1.0283,1.05740089,130.6543,5,5,5,5,1,1,456.3351933,5.926431081
8.11,0.1031,0.01062961,49.4144,3,4,3,4,1,1,278.1088988,7.516456725
839,3.6781,13.52841961,163.1704,6,6,6,6,0,0,568.4240083,5.860041322
420,-0.3912,0.15303744,47.5338,3,5,4,5,1,1,276.1473925,6.903684813
265,1.0765,1.15885225,143.3943,5,5,5,5,1,1,498.3821435,5.795141203
20.3,-2.121,4.498641,62.7122,3,5,4,5,1,1,346.2256428,6.295011688
1760,-0.2519,0.06345361,61.971,4,6,6,6,0,0,392.1736072,7.399502024
30,-0.6416,0.41165056,43.24,3,5,4,5,1,1,262.1317424,7.084641687
4368,-0.7771,0.60388441,140.4434,5,5,5,5,2,2,497.3981279,5.717219861
2150,0.4511,0.20349121,51.4313,3,4,3,4,1,1,272.1524779,6.803811947
100,0.237,0.056169,38.0775,3,4,3,4,1,1,222.1368278,6.533436112
299,1.7527,3.07195729,140.3165,5,5,5,5,1,1,484.3664934,5.835740884
351,2.5746,6.62856516,144.3567,5,5,5,5,1,1,498.3821435,5.795141203
17.3,-0.1811,0.03279721,46.2259,3,4,3,4,1,1,260.1524779,6.670576356
3832,0.5328,0.28387584,144.5441,5,5,5,5,2,2,497.3981279,5.717219861
517,1.2168,1.48060224,135.0218,5,5,5,5,2,2,470.3508433,5.879385542
3108,-0.1009,0.01018081,137.3656,5,5,5,5,2,2,483.3824778,5.754553307
1870,-0.743,0.552049,46.8399,3,5,4,5,1,1,352.1786926,7.043573853
393,0.0693,0.00480249,50.5197,3,4,3,4,1,1,274.1681279,6.52781257
40.5,-0.2046,0.04186116,59.9001,5,5,5,5,2,3,377.0964756,8.379921679
17900,-1.9953,3.98122209,45.9935,2,3,3,5,1,1,223.1558862,6.375882464
26,-0.6549,0.42889401,39.877,3,4,3,4,1,2,234.1368278,6.689623652
225,-0.1203,0.01447209,47.2839,3,3,3,3,2,4,299.1189253,7.669716032
26500,-1.9272,3.71409984,48.0392,4,5,5,7,1,1,262.086152,7.942004606
6800,-2.1876,4.78559376,50.3829,4,5,5,7,1,1,261.1021364,7.6794746
98,-0.0741,0.00549081,51.8557,4,4,3,4,2,3,327.1138399,7.978386338
500,-2.7635,7.63693225,53.0683,5,5,3,5,0,0,314.1630426,6.981400946
10600,-0.3617,0.13082689,46.6467,2,5,5,8,1,1,257.12498,7.346428001
19100,0.2126,0.04519876,57.9504,3,4,3,4,1,1,288.183778,6.404083956
100,-4.0813,16.65700969,150.8267,7,8,7,8,3,3,672.3742983,6.591904885
150,-3.2173,10.35101929,142.0919,7,8,7,8,3,3,630.3273481,6.77771342
160,-3.2173,10.35101929,142.0919,7,8,7,8,3,3,630.3273481,6.77771342
190,-2.3533,5.53802089,133.3571,7,8,7,8,3,3,588.2803979,7.00333807
1000,-0.572,0.327184,33.5686,0,1,1,2,0,0,192.1388392,6.004338725
1040,-1.4979,2.24370441,45.4978,1,3,3,4,0,0,404.2225688,6.737042814
3000,-1.4072,1.98021184,46.4823,1,3,3,4,0,0,328.1912687,6.563825374
1300,-1.4979,2.24370441,45.4978,1,3,3,4,0,0,404.2225688,6.737042814
10000,-1.2685,1.60909225,31.729,0,1,1,2,1,1,192.1388392,6.004338725
1000,-0.6014,0.36168196,37.9689,1,2,2,3,0,0,220.1337538,6.474522171
10000,-1.951,3.806401,42.2643,1,4,4,5,0,0,406.2018334,7.003479886
10000,-1.8603,3.46071609,43.2488,1,4,4,5,0,0,330.1705332,6.878552776
7900,-0.5168,0.26708224,67.6785,3,4,3,4,0,0,342.2307282,6.222376876
3000,-0.9805,0.96138025,28.8174,0,1,1,2,1,1,178.1231891,6.142178936
1288.25,-4.359,19.000881,123.598,4,6,6,6,2,2,634.5185774,5.665344441
1850,-0.9805,0.96138025,28.8174,0,1,1,2,1,1,178.1231891,6.142178936
10000,-1.2435,1.54629225,52.4115,1,4,4,5,0,0,356.1861833,6.849734294
330,-1.951,3.806401,42.2643,1,4,4,5,0,0,406.2018334,7.003479886
10500,-0.6549,0.42889401,39.877,3,4,3,4,1,2,234.1368278,6.689623652
16600,1.5302,2.34151204,54.7151,3,4,3,4,0,0,274.1681279,6.52781257
45000,1.2126,1.47039876,44.2273,3,2,2,3,0,0,319.2048478,6.514384649
4100,0.2631,0.06922161,52.0029,3,4,3,4,1,1,272.1524779,6.803811947
2.57,-2.3226,5.39447076,65.6819,4,4,4,5,3,3,554.2812395,7.016218222
1.54,-2.0346,4.13959716,62.7703,4,4,4,5,3,3,540.2655895,7.108757756
1.65,-1.7466,3.05061156,59.8587,4,4,4,5,3,3,526.2499394,7.20890328
12900,0.7366,0.54257956,52.4322,3,4,3,4,0,0,272.1524779,6.803811947
1070,-0.4735,0.22420225,40.3578,3,4,3,4,1,1,234.1368278,6.689623652
31800,0.4511,0.20349121,51.4313,3,4,3,4,1,1,272.1524779,6.803811947
2.15,-1.4586,2.12751396,56.9471,4,4,4,5,3,3,512.2342894,7.317632705
433000,-1.1174,1.24858276,51.4891,2,4,4,4,0,0,463.1914215,7.352244786
3150,-1.6631,2.76590161,57.4831,2,5,5,5,0,0,473.2566086,6.760808694
388000,-2.7257,7.42944049,54.6083,2,4,4,4,0,0,471.277344,6.545518667
2890,-1.5737,2.47653169,42.9619,2,4,4,4,0,0,415.2147438,6.92024573
413000,-1.2016,1.44384256,49.7635,2,6,6,7,0,0,474.2154721,7.295622647
152000,-2.4377,5.94238129,51.6967,2,4,4,4,0,0,457.261694,6.626981072
908000,-3.3017,10.90122289,60.4315,2,4,4,4,0,0,499.3086442,6.401392874
10300,-2.1497,4.62121009,48.7851,2,4,4,4,0,0,443.2460439,6.71584915
626000,-3.0137,9.08238769,57.5199,2,4,4,4,0,0,485.2929941,6.470573255
127000,-1.9653,3.86240409,60.5051,2,6,6,6,0,0,489.2515232,6.890866524
7840,-1.9135,3.66148225,53.1893,2,5,5,5,0,0,459.2409585,6.854342665
6250,-0.9977,0.99540529,37.1387,2,4,4,4,0,0,387.1834437,7.170063771
2680,-0.7097,0.50367409,34.2271,2,4,4,4,0,0,373.1677936,7.317015561
3400,-0.7615,0.57988225,41.5429,2,5,5,5,0,0,403.1783583,7.330515605
2320,-1.9653,3.86240409,60.5051,2,6,6,6,0,0,489.2515232,6.890866524
510,-0.4735,0.22420225,40.3578,3,4,3,4,1,1,234.1368278,6.689623652
2180,-1.9135,3.66148225,53.1893,2,5,5,5,0,0,459.2409585,6.854342665
9000,-3.1526,9.93888676,12.336,0,0,0,2,0,0,300.1626486,6.980526713
38000,-3.4406,11.83772836,15.2476,0,0,0,2,0,0,314.1782987,6.829963015
4000,-3.7286,13.90245796,18.1592,0,0,0,2,0,0,328.1939488,6.697835689
25000,-4.0166,16.13307556,21.0708,0,0,0,2,0,0,342.2095988,6.580953824
90,-4.3046,18.52958116,23.9824,0,0,0,2,0,0,356.2252489,6.476822707
80,-4.5926,21.09197476,26.894,0,0,0,2,0,0,370.240899,6.383463775
80,-4.8806,23.82025636,29.8056,0,0,0,2,0,0,384.256549,6.299287689
1,-5.1686,26.71442596,32.7172,0,0,0,2,0,0,398.2721991,6.223003111
10,-5.4566,29.77448356,35.6288,0,0,0,2,0,0,412.2878492,6.153549987
20,-5.7446,33.00042916,38.5404,0,0,0,2,0,0,426.3034992,6.090049989
418000,-3.0309,9.18635481,10.0869,1,1,1,3,0,0,302.1419132,7.369314956
35000,-2.9955,8.97302025,20.4679,1,1,1,3,0,0,330.1732133,7.024961986
6000,-2.3968,5.74465024,19.743,0,0,0,2,0,0,312.1626486,7.094605651
2000,-2.3968,5.74465024,19.743,0,0,0,2,0,0,312.1626486,7.094605651
35000,-2.8646,8.20593316,9.4244,0,0,0,2,0,0,362.1782987,7.243565974
40000,-2.8646,8.20593316,9.4244,0,0,0,2,0,0,362.1782987,7.243565974
800,-2.8646,8.20593316,9.4244,0,0,0,2,0,0,412.1939488,7.360606228
140,-0.3637,0.13227769,72.7206,5,5,3,5,0,0,360.1983825,6.796195897
2120,-0.6282,0.39463524,54.6959,4,7,6,6,1,1,472.1798355,7.869663925
4200,-1.2115,1.46773225,68.455,4,8,7,8,1,1,514.2103867,7.561917451
3120,-1.1079,1.22744241,53.8234,4,6,5,6,1,1,454.1892573,7.569820955
4300,-0.3636,0.13220496,59.439,4,6,5,6,1,1,488.150285,8.135838083
3700,0.1161,0.01347921,60.3115,4,7,6,6,1,1,506.1408631,8.435681052
4200,-0.4672,0.21827584,74.0706,4,8,7,8,1,1,548.1714143,8.061344328
11200,-0.3636,0.13220496,59.439,4,6,5,6,1,1,488.150285,8.135838083
6600,0.3807,0.14493249,65.0546,4,6,5,6,1,1,522.1113126,8.70185521
8600,0.0319,0.00101761,58.5859,4,9,8,9,1,1,517.1649137,8.341369576
6100,-0.5514,0.30404196,72.345,4,10,9,11,1,1,559.1954649,7.988506641
13200,-0.4478,0.20052484,57.7134,4,8,7,9,1,1,499.1743355,8.05119896
7600,0.2965,0.08791225,63.329,4,8,7,9,1,1,533.1353632,8.59895747
6860,-1.3227,1.74953529,48.2937,4,7,6,6,2,2,534.1954856,7.973066949
5200,-1.906,3.632836,62.0528,4,8,7,8,2,2,576.2260367,7.683013823
7300,-1.0581,1.11957561,53.0368,4,6,5,6,2,2,550.165935,8.211431866
9860,-0.5784,0.33454656,53.9093,4,7,6,6,2,2,568.1565132,8.479947958
8260,-1.1617,1.34954689,67.6684,4,8,7,8,2,2,610.1870644,8.135827525
7260,-1.0581,1.11957561,53.0368,4,6,5,6,2,2,550.165935,8.211431866
12200,-0.3138,0.09847044,58.6524,4,6,5,6,2,2,584.1269627,8.718312876
14300,-0.6626,0.43903876,52.1837,4,9,8,9,2,2,579.1805638,8.393921214
15370,-1.2459,1.55226681,65.9428,4,10,9,11,2,2,621.211115,8.067676818
3700,-1.1423,1.30484929,51.3112,4,8,7,9,2,2,561.1899856,8.133188197
4200,-0.398,0.158404,56.9268,4,8,7,9,2,2,595.1510132,8.625377003
198,-3.9112,15.29748544,96.8916,6,10,10,10,6,6,524.2634849,7.084641687
102,-5.6392,31.80057664,114.3612,6,10,10,10,6,6,608.3573853,6.612580275
21800,-3.1952,10.20930304,80.369,6,8,8,8,4,4,512.2423555,7.317747936
22000,-3.4338,11.79098244,110.1874,8,8,8,8,4,4,630.2810666,7.328849611
31400,-1.7058,2.90975364,92.7178,8,8,8,8,4,4,698.2497665,7.934656437
305,-3.4338,11.79098244,110.1874,8,8,8,8,4,4,782.3436668,7.380600631
0.09,-4.2739,18.26622121,85.8802,5,8,7,8,4,4,591.249999,7.390624987
6.5,-5.0182,25.18233124,80.2646,5,8,7,8,4,4,557.2889713,6.966112142
0.065,-4.2739,18.26622121,85.8802,5,8,7,8,4,4,591.249999,7.390624987
0.035,-3.8654,14.94131716,90.6314,5,8,7,8,3,3,605.2656491,7.292357218
2.3,-5.0182,25.18233124,80.2646,5,8,7,8,4,4,557.2889713,6.966112142
1,-4.6097,21.24933409,85.0158,5,8,7,8,3,3,571.3046214,6.88318821
1,-3.8136,14.54354496,83.3156,5,7,6,7,3,3,575.2550844,7.281709929
8,-4.5579,20.77445241,77.7,5,7,6,7,3,3,541.2940567,6.851823503
0.2,-3.4569,11.95015761,95.3826,5,8,7,8,2,2,619.2812991,7.200945339
1.8,-4.2012,17.65008144,89.767,5,8,7,8,2,2,585.3202715,6.806049668
0.35,-3.4569,11.95015761,95.3826,5,8,7,8,2,2,619.2812991,7.200945339
0.1,-3.4051,11.59470601,88.0668,5,7,6,7,2,2,589.2707344,7.186228469
0.775,-4.1494,17.21752036,82.4512,5,7,6,7,2,2,555.3097068,6.772069595
0.3,-3.3533,11.24462089,80.751,5,6,5,6,2,2,559.2601698,7.170002176
17.5,-4.0976,16.79032576,75.1354,5,6,5,6,2,2,525.2991421,6.734604386
2.3,-4.2012,17.65008144,89.767,5,8,7,8,2,2,585.3202715,6.806049668
204000,0.5135,0.26368225,56.2967,3,4,3,4,1,1,286.1681279,6.655072743
160,0.6056,0.36675136,43.6416,3,4,3,4,0,0,236.1524779,6.382499402
3014.9,4.0014,16.01120196,43.4238,0,2,2,2,2,2,403.8498955,14.95740354
25550,-0.2302,0.05299204,33.7086,0,2,2,2,2,2,268.1463299,6.703658247
400,-1.5523,2.40963529,50.3694,2,5,5,5,2,2,473.1660793,7.756820973
28000,0,0,0,0,0,0,0,0,0,252.0939004,7.877934387
2667,0.4272,0.18249984,58.9424,3,4,4,4,1,1,399.2077403,6.882892073
6907.1,1.6949,2.87268601,37.1459,1,1,1,1,0,0,317.2143499,6.219889213
13677,2.0648,4.26339904,34.1862,3,2,2,3,0,0,380.0249961,9.74423067
15551,0.8816,0.77721856,47.8357,3,4,4,4,0,0,360.1128368,7.828539931
66000,-0.3775,0.14250625,35.7467,2,3,3,3,1,1,256.1575633,6.568142648
9200,-0.9553,0.91259809,39.2787,2,3,3,3,1,1,270.1732133,6.432695555
21000,-1.2433,1.54579489,42.1903,2,3,3,3,1,1,284.1888634,6.315308075
